Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Sales
59161.0,2024-12-12,CUST918,Female,36.0,Furniture,4.0,38.0,152.0,
13614.0,2024-12-12,CUST802,Female,23.0,Electronics,2.0,407.0,814.0,
30274.0,2024-12-12,CUST122,Male,50.0,Clothing,2.0,346.0,692.0,
78876.0,2024-12-12,CUST676,Female,63.0,Beauty,4.0,451.0,1804.0,
86422.0,2024-12-12,CUST314,Female,38.0,Groceries,1.0,378.0,378.0,
47855.0,2024-12-12,CUST221,Female,19.0,Clothing,1.0,492.0,492.0,
71512.0,2024-12-13,CUST620,Male,36.0,Electronics,1.0,124.0,124.0,
26159.0,2024-12-13,CUST189,Male,51.0,Beauty,2.0,117.0,234.0,
37373.0,2024-12-13,CUST171,Female,29.0,Furniture,1.0,360.0,360.0,
94296.0,2024-12-13,CUST153,Female,29.0,Furniture,3.0,188.0,564.0,
52306.0,2024-12-13,CUST960,Male,44.0,Groceries,1.0,23.0,23.0,
42679.0,2024-12-13,CUST254,Male,59.0,Beauty,1.0,160.0,160.0,
74103.0,2024-12-13,CUST994,Female,24.0,Groceries,2.0,109.0,218.0,
48993.0,2024-12-13,CUST722,Male,33.0,Clothing,2.0,336.0,672.0,
14508.0,2024-12-13,CUST766,Female,39.0,Furniture,1.0,196.0,196.0,
10412.0,2024-12-13,CUST843,Female,34.0,Groceries,1.0,387.0,387.0,
29066.0,2024-12-13,CUST946,Male,41.0,Groceries,3.0,132.0,396.0,
51764.0,2024-12-13,CUST936,Female,57.0,Beauty,1.0,466.0,466.0,
61579.0,2024-12-13,CUST753,Male,26.0,Furniture,1.0,54.0,54.0,
68863.0,2024-12-13,CUST828,Male,53.0,Electronics,3.0,236.0,708.0,
23386.0,2024-12-14,CUST380,Female,61.0,Beauty,1.0,104.0,104.0,
77641.0,2024-12-14,CUST373,Male,24.0,Beauty,4.0,106.0,424.0,
41103.0,2024-12-14,CUST272,Male,50.0,Furniture,2.0,97.0,194.0,
45368.0,2024-12-14,CUST760,Male,45.0,Furniture,3.0,133.0,399.0,
89086.0,2024-12-14,CUST616,Female,47.0,Beauty,3.0,255.0,765.0,
91946.0,2024-12-14,CUST182,Female,44.0,Groceries,2.0,139.0,278.0,
31164.0,2024-12-14,CUST334,Female,61.0,Electronics,1.0,423.0,423.0,
14820.0,2024-12-14,CUST560,Male,60.0,Groceries,2.0,398.0,796.0,
26187.0,2024-12-14,CUST629,Male,24.0,Electronics,4.0,204.0,816.0,
40120.0,2024-12-14,CUST227,Female,37.0,Electronics,3.0,305.0,915.0,
93200.0,2024-12-14,CUST971,Male,53.0,Beauty,2.0,394.0,788.0,
73793.0,2024-12-14,CUST805,Female,43.0,Furniture,2.0,149.0,298.0,
38874.0,2024-12-15,CUST759,Male,29.0,Clothing,1.0,32.0,32.0,
80416.0,2024-12-15,CUST391,Male,64.0,Furniture,1.0,481.0,481.0,
35409.0,2024-12-15,CUST898,Male,18.0,Furniture,2.0,182.0,364.0,
78388.0,2024-12-15,CUST676,Female,42.0,Furniture,1.0,238.0,238.0,
60919.0,2024-12-15,CUST870,Male,20.0,Electronics,4.0,59.0,236.0,
70965.0,2024-12-15,CUST209,Female,58.0,Beauty,1.0,64.0,64.0,
84416.0,2024-12-16,CUST336,Female,28.0,Groceries,1.0,426.0,426.0,
26806.0,2024-12-16,CUST726,Female,23.0,Electronics,2.0,144.0,288.0,
25951.0,2024-12-16,CUST897,Male,45.0,Electronics,1.0,165.0,165.0,
61624.0,2024-12-16,CUST368,Male,35.0,Electronics,2.0,287.0,574.0,
63755.0,2024-12-16,CUST653,Male,23.0,Beauty,3.0,261.0,783.0,
91845.0,2024-12-16,CUST482,Female,62.0,Clothing,4.0,309.0,1236.0,
62538.0,2024-12-16,CUST178,Female,29.0,Clothing,2.0,48.0,96.0,
96442.0,2024-12-16,CUST776,Male,60.0,Groceries,4.0,379.0,1516.0,
43726.0,2024-12-16,CUST982,Male,37.0,Electronics,1.0,198.0,198.0,
83256.0,2024-12-16,CUST752,Female,25.0,Groceries,4.0,201.0,804.0,
43927.0,2024-12-16,CUST415,Female,60.0,Furniture,4.0,243.0,972.0,
35079.0,2024-12-17,CUST932,Male,38.0,Clothing,1.0,209.0,209.0,
41489.0,2024-12-17,CUST772,Male,62.0,Clothing,1.0,277.0,277.0,
83748.0,2024-12-17,CUST599,Female,29.0,Electronics,2.0,51.0,102.0,
20935.0,2024-12-17,CUST956,Male,40.0,Electronics,4.0,313.0,1252.0,
94767.0,2024-12-17,CUST790,Female,57.0,Clothing,1.0,182.0,182.0,
28975.0,2024-12-17,CUST575,Female,47.0,Groceries,3.0,218.0,654.0,
73392.0,2024-12-17,CUST152,Male,26.0,Electronics,1.0,142.0,142.0,
75333.0,2024-12-17,CUST413,Male,29.0,Electronics,2.0,264.0,528.0,
98389.0,2024-12-17,CUST102,Female,25.0,Groceries,3.0,498.0,1494.0,
12384.0,2024-12-17,CUST426,Female,55.0,Groceries,2.0,92.0,184.0,
37365.0,2024-12-18,CUST355,Female,23.0,Electronics,2.0,89.0,178.0,
43330.0,2024-12-18,CUST788,Female,44.0,Beauty,3.0,411.0,1233.0,
43477.0,2024-12-18,CUST525,Male,43.0,Groceries,1.0,205.0,205.0,
54076.0,2024-12-18,CUST492,Male,22.0,Clothing,2.0,19.0,38.0,
86324.0,2024-12-18,CUST146,Male,61.0,Electronics,2.0,69.0,138.0,
21664.0,2024-12-18,CUST355,Male,54.0,Electronics,1.0,217.0,217.0,
84392.0,2024-12-18,CUST546,Female,44.0,Groceries,2.0,132.0,264.0,
73148.0,2024-12-18,CUST638,Female,38.0,Furniture,3.0,407.0,1221.0,
65935.0,2024-12-18,CUST889,Female,61.0,Clothing,3.0,257.0,771.0,
91322.0,2024-12-19,CUST279,Male,30.0,Electronics,1.0,120.0,120.0,
42452.0,2024-12-19,CUST108,Male,30.0,Clothing,2.0,206.0,412.0,
14326.0,2024-12-19,CUST302,Female,41.0,Groceries,3.0,218.0,654.0,
48017.0,2024-12-19,CUST375,Male,51.0,Groceries,3.0,148.0,444.0,
16701.0,2024-12-19,CUST241,Male,30.0,Groceries,4.0,309.0,1236.0,
89338.0,2024-12-19,CUST479,Female,33.0,Beauty,3.0,469.0,1407.0,
18355.0,2024-12-19,CUST466,Male,35.0,Electronics,2.0,106.0,212.0,
73039.0,2024-12-19,CUST277,Female,55.0,Electronics,4.0,236.0,944.0,
76913.0,2024-12-19,CUST748,Male,24.0,Groceries,1.0,437.0,437.0,
73671.0,2024-12-20,CUST616,Female,45.0,Electronics,3.0,169.0,507.0,
95447.0,2024-12-20,CUST691,Male,50.0,Groceries,4.0,174.0,696.0,
69542.0,2024-12-20,CUST352,Female,42.0,Furniture,1.0,196.0,196.0,
39678.0,2024-12-20,CUST472,Male,27.0,Groceries,2.0,150.0,300.0,
52607.0,2024-12-20,CUST515,Male,59.0,Beauty,1.0,164.0,164.0,
67321.0,2024-12-20,CUST936,Female,38.0,Electronics,4.0,31.0,124.0,
78034.0,2024-12-21,CUST494,Female,45.0,Groceries,2.0,461.0,922.0,
13287.0,2024-12-21,CUST730,Male,40.0,Furniture,4.0,329.0,1316.0,
54988.0,2024-12-21,CUST118,Male,37.0,Electronics,2.0,276.0,552.0,
20000.0,2024-12-21,CUST128,Male,63.0,Furniture,1.0,238.0,238.0,
38988.0,2024-12-21,CUST254,Female,62.0,Furniture,2.0,277.0,554.0,
19372.0,2024-12-21,CUST107,Female,41.0,Clothing,1.0,344.0,344.0,
88340.0,2024-12-21,CUST460,Male,21.0,Electronics,1.0,24.0,24.0,
33164.0,2024-12-21,CUST791,Male,61.0,Groceries,1.0,300.0,300.0,
69859.0,2024-12-21,CUST870,Male,47.0,Furniture,1.0,128.0,128.0,
67838.0,2024-12-22,CUST873,Male,26.0,Beauty,1.0,186.0,186.0,
41593.0,2024-12-22,CUST331,Male,55.0,Furniture,3.0,361.0,1083.0,
88655.0,2024-12-22,CUST489,Male,36.0,Furniture,3.0,485.0,1455.0,
84946.0,2024-12-22,CUST531,Male,36.0,Groceries,3.0,259.0,777.0,
90615.0,2024-12-22,CUST476,Female,55.0,Clothing,3.0,398.0,1194.0,
15024.0,2024-12-22,CUST530,Female,25.0,Electronics,4.0,458.0,1832.0,
86600.0,2024-12-22,CUST216,Male,64.0,Groceries,3.0,473.0,1419.0,
38009.0,2024-12-22,CUST729,Female,26.0,Beauty,2.0,170.0,340.0,
98994.0,2024-12-22,CUST905,Male,22.0,Groceries,2.0,33.0,66.0,
20651.0,2024-12-22,CUST135,Male,51.0,Clothing,4.0,291.0,1164.0,
79461.0,2024-12-22,CUST600,Male,45.0,Groceries,3.0,208.0,624.0,
62828.0,2024-12-22,CUST240,Male,53.0,Electronics,3.0,438.0,1314.0,
29905.0,2024-12-22,CUST797,Female,29.0,Furniture,3.0,455.0,1365.0,
80596.0,2024-12-22,CUST451,Female,49.0,Beauty,3.0,394.0,1182.0,
54344.0,2024-12-22,CUST566,Male,22.0,Furniture,3.0,356.0,1068.0,
64934.0,2024-12-22,CUST103,Female,49.0,Furniture,3.0,482.0,1446.0,
23778.0,2024-12-22,CUST627,Female,24.0,Groceries,4.0,122.0,488.0,
11038.0,2024-12-22,CUST802,Male,60.0,Furniture,4.0,214.0,856.0,
54317.0,2024-12-23,CUST592,Male,57.0,Beauty,1.0,492.0,492.0,
96492.0,2024-12-23,CUST316,Male,58.0,Groceries,1.0,476.0,476.0,
35363.0,2024-12-23,CUST902,Female,40.0,Beauty,4.0,413.0,1652.0,
44544.0,2024-12-23,CUST123,Male,19.0,Beauty,3.0,138.0,414.0,
67264.0,2024-12-23,CUST293,Female,45.0,Furniture,1.0,461.0,461.0,
67305.0,2024-12-23,CUST680,Male,43.0,Clothing,3.0,410.0,1230.0,
24556.0,2024-12-23,CUST552,Female,24.0,Groceries,1.0,471.0,471.0,
13801.0,2024-12-23,CUST299,Male,45.0,Electronics,1.0,110.0,110.0,
30822.0,2024-12-23,CUST421,Male,25.0,Furniture,2.0,269.0,538.0,
36947.0,2024-12-24,CUST242,Female,51.0,Electronics,1.0,119.0,119.0,
41153.0,2024-12-24,CUST268,Female,33.0,Groceries,4.0,284.0,1136.0,
29008.0,2024-12-24,CUST104,Male,56.0,Clothing,1.0,206.0,206.0,
39814.0,2024-12-24,CUST704,Female,31.0,Furniture,4.0,326.0,1304.0,
58163.0,2024-12-24,CUST838,Female,63.0,Groceries,1.0,326.0,326.0,
72628.0,2024-12-24,CUST800,Female,52.0,Beauty,4.0,285.0,1140.0,
80922.0,2024-12-24,CUST833,Male,38.0,Clothing,1.0,146.0,146.0,
14665.0,2024-12-24,CUST318,Female,60.0,Beauty,1.0,355.0,355.0,
47328.0,2024-12-24,CUST876,Female,31.0,Furniture,4.0,11.0,44.0,
77543.0,2024-12-24,CUST644,Female,33.0,Clothing,1.0,343.0,343.0,
45311.0,2024-12-24,CUST608,Female,45.0,Electronics,2.0,276.0,552.0,
44944.0,2024-12-24,CUST821,Female,19.0,Electronics,4.0,310.0,1240.0,
10675.0,2024-12-25,CUST281,Female,54.0,Furniture,3.0,36.0,108.0,
41826.0,2024-12-25,CUST792,Male,39.0,Clothing,3.0,499.0,1497.0,
66302.0,2024-12-25,CUST695,Female,61.0,Groceries,4.0,390.0,1560.0,
88077.0,2024-12-25,CUST779,Male,29.0,Furniture,4.0,436.0,1744.0,
45333.0,2024-12-25,CUST316,Male,47.0,Groceries,1.0,293.0,293.0,
68383.0,2024-12-25,CUST745,Female,34.0,Furniture,4.0,356.0,1424.0,
51682.0,2024-12-25,CUST506,Male,37.0,Clothing,4.0,325.0,1300.0,
33191.0,2024-12-25,CUST183,Male,25.0,Beauty,2.0,256.0,512.0,
32880.0,2024-12-25,CUST550,Male,49.0,Clothing,3.0,427.0,1281.0,
91992.0,2024-12-25,CUST411,Male,58.0,Beauty,3.0,312.0,936.0,
19808.0,2024-12-25,CUST730,Male,25.0,Clothing,4.0,200.0,800.0,
60585.0,2024-12-25,CUST244,Female,45.0,Clothing,2.0,403.0,806.0,
65104.0,2024-12-25,CUST677,Male,21.0,Groceries,2.0,188.0,376.0,
57461.0,2024-12-25,CUST857,Male,21.0,Clothing,4.0,459.0,1836.0,
78959.0,2024-12-25,CUST358,Female,61.0,Furniture,4.0,340.0,1360.0,
75261.0,2024-12-25,CUST933,Female,27.0,Furniture,2.0,155.0,310.0,
56775.0,2024-12-25,CUST113,Male,40.0,Electronics,2.0,404.0,808.0,
25069.0,2024-12-26,CUST597,Female,64.0,Groceries,3.0,12.0,36.0,
17415.0,2024-12-26,CUST738,Male,54.0,Furniture,3.0,36.0,108.0,
21536.0,2024-12-26,CUST507,Male,47.0,Groceries,4.0,498.0,1992.0,
33921.0,2024-12-26,CUST216,Female,52.0,Electronics,1.0,347.0,347.0,
61646.0,2024-12-26,CUST685,Male,46.0,Groceries,1.0,62.0,62.0,
22550.0,2024-12-26,CUST192,Female,60.0,Clothing,3.0,380.0,1140.0,
27220.0,2024-12-26,CUST976,Male,52.0,Furniture,3.0,42.0,126.0,
46659.0,2024-12-26,CUST130,Female,37.0,Furniture,1.0,471.0,471.0,
63403.0,2024-12-26,CUST987,Male,50.0,Furniture,4.0,249.0,996.0,
95168.0,2024-12-27,CUST504,Male,19.0,Beauty,3.0,491.0,1473.0,
23433.0,2024-12-27,CUST834,Male,53.0,Clothing,2.0,117.0,234.0,
58997.0,2024-12-27,CUST124,Female,48.0,Clothing,2.0,49.0,98.0,
39873.0,2024-12-27,CUST494,Male,39.0,Electronics,2.0,345.0,690.0,
52752.0,2024-12-27,CUST256,Male,20.0,Clothing,4.0,490.0,1960.0,
68540.0,2024-12-27,CUST637,Female,40.0,Groceries,2.0,497.0,994.0,
30200.0,2024-12-27,CUST694,Male,43.0,Electronics,4.0,254.0,1016.0,
46002.0,2024-12-28,CUST390,Male,60.0,Clothing,1.0,322.0,322.0,
14922.0,2024-12-28,CUST334,Female,32.0,Furniture,3.0,351.0,1053.0,
59884.0,2024-12-28,CUST510,Female,53.0,Groceries,4.0,295.0,1180.0,
55189.0,2024-12-28,CUST710,Female,34.0,Clothing,2.0,186.0,372.0,
80936.0,2024-12-28,CUST178,Male,35.0,Electronics,2.0,225.0,450.0,
15869.0,2024-12-28,CUST648,Female,22.0,Furniture,3.0,440.0,1320.0,
53793.0,2024-12-28,CUST721,Male,36.0,Furniture,2.0,177.0,354.0,
29232.0,2024-12-28,CUST602,Female,40.0,Groceries,4.0,232.0,928.0,
60793.0,2024-12-28,CUST860,Female,58.0,Groceries,2.0,76.0,152.0,
29919.0,2024-12-28,CUST985,Female,58.0,Groceries,2.0,121.0,242.0,
38753.0,2024-12-28,CUST748,Male,54.0,Beauty,1.0,351.0,351.0,
52852.0,2024-12-29,CUST423,Male,30.0,Beauty,2.0,37.0,74.0,
86615.0,2024-12-29,CUST778,Female,29.0,Electronics,3.0,432.0,1296.0,
14961.0,2024-12-29,CUST751,Female,49.0,Furniture,4.0,127.0,508.0,
53676.0,2024-12-29,CUST363,Female,38.0,Furniture,4.0,160.0,640.0,
90794.0,2024-12-29,CUST490,Female,23.0,Electronics,3.0,38.0,114.0,
12912.0,2024-12-29,CUST940,Male,36.0,Clothing,2.0,368.0,736.0,
12212.0,2024-12-29,CUST208,Female,62.0,Clothing,2.0,208.0,416.0,
45944.0,2024-12-30,CUST184,Female,29.0,Furniture,4.0,368.0,1472.0,
55910.0,2024-12-30,CUST558,Female,42.0,Clothing,4.0,12.0,48.0,
42844.0,2024-12-30,CUST938,Female,31.0,Groceries,4.0,305.0,1220.0,
86773.0,2024-12-30,CUST657,Female,45.0,Electronics,3.0,144.0,432.0,
96545.0,2024-12-30,CUST363,Female,33.0,Groceries,2.0,157.0,314.0,
63843.0,2024-12-30,CUST535,Female,21.0,Groceries,4.0,424.0,1696.0,
33747.0,2024-12-30,CUST935,Male,62.0,Clothing,3.0,482.0,1446.0,
11045.0,2024-12-30,CUST715,Female,49.0,Clothing,3.0,39.0,117.0,
19486.0,2024-12-30,CUST271,Female,25.0,Groceries,2.0,130.0,260.0,
79940.0,2024-12-30,CUST543,Male,52.0,Groceries,4.0,274.0,1096.0,
78872.0,2024-12-31,CUST771,Female,61.0,Electronics,1.0,172.0,172.0,
49731.0,2024-12-31,CUST202,Female,28.0,Groceries,1.0,349.0,349.0,
49098.0,2024-12-31,CUST453,Female,50.0,Electronics,4.0,177.0,708.0,
68081.0,2024-12-31,CUST832,Female,41.0,Electronics,4.0,336.0,1344.0,
68043.0,2024-12-31,CUST887,Male,59.0,Beauty,4.0,369.0,1476.0,
69272.0,2024-12-31,CUST239,Female,30.0,Groceries,2.0,250.0,500.0,
60130.0,2024-12-31,CUST315,Female,43.0,Furniture,4.0,208.0,832.0,
26757.0,2024-12-31,CUST815,Female,62.0,Clothing,3.0,204.0,612.0,
99110.0,2024-12-31,CUST510,Male,50.0,Beauty,3.0,218.0,654.0,
73144.0,2024-12-31,CUST678,Female,24.0,Beauty,4.0,82.0,328.0,
55844.0,2024-12-31,CUST851,Female,47.0,Beauty,2.0,487.0,974.0,
45657.0,2024-12-31,CUST823,Female,62.0,Beauty,4.0,55.0,220.0,
81060.0,2025-01-01,CUST337,Male,29.0,Electronics,3.0,144.0,432.0,
86871.0,2025-01-01,CUST103,Female,32.0,Clothing,3.0,295.0,885.0,
65767.0,2025-01-01,CUST491,Female,30.0,Electronics,3.0,259.0,777.0,
16231.0,2025-01-01,CUST994,Female,48.0,Groceries,3.0,221.0,663.0,
41105.0,2025-01-01,CUST403,Male,40.0,Electronics,4.0,114.0,456.0,
38395.0,2025-01-01,CUST421,Male,29.0,Beauty,1.0,383.0,383.0,
45850.0,2025-01-01,CUST404,Female,22.0,Beauty,1.0,153.0,153.0,
51254.0,2025-01-01,CUST942,Female,35.0,Beauty,3.0,310.0,930.0,
18646.0,2025-01-01,CUST942,Female,51.0,Beauty,4.0,415.0,1660.0,
14523.0,2025-01-01,CUST225,Female,28.0,Clothing,2.0,245.0,490.0,
80193.0,2025-01-01,CUST981,Female,45.0,Electronics,1.0,36.0,36.0,
35814.0,2025-01-01,CUST292,Male,60.0,Clothing,3.0,375.0,1125.0,
12334.0,2025-01-01,CUST581,Female,44.0,Furniture,3.0,356.0,1068.0,
11300.0,2025-01-01,CUST700,Male,29.0,Beauty,1.0,122.0,122.0,
86649.0,2025-01-01,CUST821,Female,32.0,Beauty,4.0,105.0,420.0,
29689.0,2025-01-01,CUST145,Male,33.0,Beauty,3.0,486.0,1458.0,
37756.0,2025-01-01,CUST816,Male,63.0,Clothing,1.0,459.0,459.0,
73869.0,2025-01-01,CUST115,Male,35.0,Beauty,2.0,440.0,880.0,
19797.0,2025-01-02,CUST901,Female,23.0,Furniture,4.0,207.0,828.0,
21373.0,2025-01-02,CUST245,Female,58.0,Electronics,2.0,423.0,846.0,
14773.0,2025-01-02,CUST453,Female,45.0,Beauty,1.0,16.0,16.0,
97598.0,2025-01-02,CUST944,Male,52.0,Electronics,3.0,244.0,732.0,
58507.0,2025-01-02,CUST136,Male,30.0,Groceries,2.0,342.0,684.0,
24835.0,2025-01-02,CUST125,Female,41.0,Furniture,1.0,136.0,136.0,
82096.0,2025-01-02,CUST431,Male,44.0,Groceries,1.0,30.0,30.0,
67601.0,2025-01-02,CUST315,Male,33.0,Clothing,4.0,281.0,1124.0,
96076.0,2025-01-02,CUST468,Male,27.0,Clothing,4.0,97.0,388.0,
87919.0,2025-01-02,CUST468,Male,59.0,Beauty,4.0,374.0,1496.0,
14545.0,2025-01-02,CUST881,Male,62.0,Clothing,4.0,38.0,152.0,
31900.0,2025-01-03,CUST350,Female,38.0,Clothing,4.0,216.0,864.0,
25143.0,2025-01-03,CUST175,Male,39.0,Electronics,3.0,391.0,1173.0,
11073.0,2025-01-03,CUST923,Female,33.0,Furniture,1.0,110.0,110.0,
31559.0,2025-01-03,CUST139,Female,36.0,Groceries,2.0,298.0,596.0,
43330.0,2025-01-03,CUST566,Female,35.0,Clothing,4.0,393.0,1572.0,
72222.0,2025-01-03,CUST349,Male,52.0,Beauty,1.0,484.0,484.0,
84695.0,2025-01-03,CUST454,Male,37.0,Furniture,3.0,418.0,1254.0,
92430.0,2025-01-03,CUST359,Female,47.0,Groceries,4.0,435.0,1740.0,
48776.0,2025-01-03,CUST447,Female,51.0,Clothing,1.0,305.0,305.0,
35689.0,2025-01-03,CUST155,Male,59.0,Groceries,3.0,415.0,1245.0,
71786.0,2025-01-03,CUST331,Male,54.0,Furniture,2.0,170.0,340.0,
13269.0,2025-01-03,CUST709,Male,22.0,Electronics,1.0,444.0,444.0,
93355.0,2025-01-03,CUST169,Male,23.0,Furniture,2.0,499.0,998.0,
49555.0,2025-01-03,CUST942,Male,24.0,Electronics,2.0,271.0,542.0,
55032.0,2025-01-04,CUST978,Female,23.0,Beauty,1.0,232.0,232.0,
50457.0,2025-01-04,CUST848,Female,50.0,Beauty,1.0,278.0,278.0,
51311.0,2025-01-04,CUST666,Female,30.0,Electronics,4.0,401.0,1604.0,
60860.0,2025-01-04,CUST396,Male,60.0,Electronics,2.0,200.0,400.0,
58430.0,2025-01-04,CUST433,Male,29.0,Clothing,2.0,378.0,756.0,
49425.0,2025-01-04,CUST871,Female,33.0,Furniture,2.0,252.0,504.0,
71185.0,2025-01-04,CUST264,Female,52.0,Groceries,3.0,395.0,1185.0,
46389.0,2025-01-04,CUST593,Male,60.0,Beauty,3.0,340.0,1020.0,
82768.0,2025-01-04,CUST568,Female,18.0,Beauty,3.0,493.0,1479.0,
15911.0,2025-01-04,CUST656,Male,21.0,Beauty,1.0,148.0,148.0,
82738.0,2025-01-04,CUST604,Female,53.0,Electronics,2.0,68.0,136.0,
95991.0,2025-01-04,CUST289,Male,22.0,Groceries,1.0,480.0,480.0,
21821.0,2025-01-04,CUST642,Male,28.0,Electronics,4.0,88.0,352.0,
19146.0,2025-01-04,CUST460,Female,63.0,Groceries,4.0,381.0,1524.0,
53622.0,2025-01-04,CUST823,Male,46.0,Groceries,2.0,135.0,270.0,
12065.0,2025-01-04,CUST862,Male,36.0,Electronics,1.0,125.0,125.0,
11144.0,2025-01-05,CUST247,Male,18.0,Clothing,4.0,392.0,1568.0,
76602.0,2025-01-05,CUST911,Male,40.0,Groceries,1.0,220.0,220.0,
68164.0,2025-01-05,CUST461,Male,19.0,Beauty,1.0,336.0,336.0,
72201.0,2025-01-05,CUST292,Female,19.0,Groceries,2.0,164.0,328.0,
46255.0,2025-01-05,CUST750,Male,40.0,Clothing,3.0,178.0,534.0,
66275.0,2025-01-05,CUST215,Female,42.0,Beauty,4.0,386.0,1544.0,
36128.0,2025-01-05,CUST308,Male,19.0,Furniture,1.0,305.0,305.0,
69819.0,2025-01-05,CUST695,Male,43.0,Clothing,3.0,405.0,1215.0,
34190.0,2025-01-06,CUST484,Male,60.0,Furniture,1.0,21.0,21.0,
60598.0,2025-01-06,CUST553,Male,62.0,Furniture,1.0,337.0,337.0,
43978.0,2025-01-06,CUST791,Female,18.0,Clothing,3.0,33.0,99.0,
62195.0,2025-01-06,CUST580,Male,40.0,Beauty,1.0,185.0,185.0,
59677.0,2025-01-06,CUST755,Female,58.0,Furniture,2.0,24.0,48.0,
61376.0,2025-01-06,CUST223,Female,40.0,Groceries,3.0,327.0,981.0,
78917.0,2025-01-06,CUST926,Female,64.0,Beauty,1.0,169.0,169.0,
41097.0,2025-01-06,CUST107,Female,44.0,Clothing,3.0,143.0,429.0,
45065.0,2025-01-06,CUST393,Female,61.0,Electronics,1.0,364.0,364.0,
98142.0,2025-01-06,CUST855,Female,53.0,Clothing,1.0,273.0,273.0,
77199.0,2025-01-06,CUST259,Male,40.0,Clothing,4.0,388.0,1552.0,
54348.0,2025-01-06,CUST375,Female,34.0,Groceries,1.0,352.0,352.0,
41207.0,2025-01-06,CUST631,Female,62.0,Beauty,2.0,80.0,160.0,
82083.0,2025-01-06,CUST329,Female,50.0,Groceries,2.0,62.0,124.0,
19802.0,2025-01-06,CUST718,Male,53.0,Furniture,1.0,90.0,90.0,
28069.0,2025-01-07,CUST379,Male,32.0,Groceries,3.0,193.0,579.0,
57503.0,2025-01-07,CUST465,Male,62.0,Furniture,1.0,477.0,477.0,
55740.0,2025-01-07,CUST157,Male,23.0,Furniture,2.0,269.0,538.0,
35322.0,2025-01-07,CUST406,Female,30.0,Clothing,1.0,322.0,322.0,
31983.0,2025-01-07,CUST521,Female,57.0,Electronics,4.0,369.0,1476.0,
79315.0,2025-01-07,CUST994,Male,24.0,Beauty,3.0,63.0,189.0,
21066.0,2025-01-07,CUST366,Male,25.0,Furniture,4.0,465.0,1860.0,
21595.0,2025-01-07,CUST124,Female,57.0,Clothing,4.0,269.0,1076.0,
35610.0,2025-01-07,CUST318,Female,60.0,Furniture,1.0,228.0,228.0,
64951.0,2025-01-08,CUST744,Male,25.0,Electronics,3.0,159.0,477.0,
78873.0,2025-01-08,CUST511,Female,46.0,Beauty,1.0,198.0,198.0,
48485.0,2025-01-08,CUST733,Female,35.0,Electronics,4.0,39.0,156.0,
98362.0,2025-01-08,CUST854,Female,61.0,Groceries,1.0,167.0,167.0,
83967.0,2025-01-08,CUST105,Female,34.0,Clothing,3.0,132.0,396.0,
79127.0,2025-01-08,CUST634,Female,41.0,Electronics,4.0,52.0,208.0,
88660.0,2025-01-08,CUST447,Male,23.0,Groceries,2.0,439.0,878.0,
24131.0,2025-01-08,CUST437,Male,37.0,Electronics,4.0,149.0,596.0,
50369.0,2025-01-08,CUST360,Female,20.0,Electronics,1.0,414.0,414.0,
19479.0,2025-01-08,CUST762,Male,23.0,Clothing,3.0,448.0,1344.0,
76763.0,2025-01-08,CUST502,Male,57.0,Electronics,1.0,343.0,343.0,
86431.0,2025-01-08,CUST378,Female,31.0,Electronics,3.0,388.0,1164.0,
57986.0,2025-01-08,CUST784,Male,58.0,Groceries,4.0,284.0,1136.0,
88272.0,2025-01-09,CUST475,Female,25.0,Electronics,4.0,261.0,1044.0,
35851.0,2025-01-09,CUST662,Male,53.0,Clothing,1.0,144.0,144.0,
65261.0,2025-01-09,CUST964,Female,48.0,Furniture,4.0,143.0,572.0,
55243.0,2025-01-09,CUST535,Male,53.0,Clothing,3.0,140.0,420.0,
29944.0,2025-01-09,CUST468,Male,63.0,Beauty,1.0,218.0,218.0,
94794.0,2025-01-09,CUST739,Male,24.0,Beauty,4.0,320.0,1280.0,
67047.0,2025-01-09,CUST948,Male,35.0,Furniture,4.0,212.0,848.0,
93832.0,2025-01-09,CUST576,Female,49.0,Clothing,2.0,445.0,890.0,
62826.0,2025-01-09,CUST332,Male,33.0,Clothing,2.0,74.0,148.0,
27271.0,2025-01-09,CUST910,Male,27.0,Electronics,2.0,495.0,990.0,
60890.0,2025-01-09,CUST805,Female,64.0,Groceries,1.0,312.0,312.0,
92674.0,2025-01-09,CUST809,Female,51.0,Clothing,2.0,369.0,738.0,
43734.0,2025-01-09,CUST439,Male,22.0,Clothing,1.0,246.0,246.0,
63677.0,2025-01-09,CUST405,Female,42.0,Electronics,4.0,35.0,140.0,
22186.0,2025-01-09,CUST108,Female,40.0,Groceries,3.0,463.0,1389.0,
52609.0,2025-01-09,CUST885,Female,33.0,Furniture,2.0,419.0,838.0,
29793.0,2025-01-10,CUST949,Male,50.0,Electronics,2.0,336.0,672.0,
99949.0,2025-01-10,CUST275,Male,56.0,Clothing,2.0,341.0,682.0,
46121.0,2025-01-10,CUST621,Male,33.0,Beauty,3.0,99.0,297.0,
12292.0,2025-01-10,CUST108,Female,61.0,Electronics,1.0,191.0,191.0,
98530.0,2025-01-10,CUST172,Male,27.0,Groceries,1.0,385.0,385.0,
55881.0,2025-01-10,CUST547,Female,44.0,Electronics,3.0,140.0,420.0,
